fips,name,state,bryant17_county,main_source_of_generation_2016,electricity_demand_twh_2016,n_powerplants_2016,solar_generation_mwh_2016,solar_generation_mwh_2018
51147,Prince Edward County,VA,1,COAL,3,9,11121,19835.199
51149,Prince George County,VA,1,COAL,2,10,10897,19701
51153,Prince William County,VA,1,COAL,1,11,10441,19638
51155,Pulaski County,VA,1,COAL,2,8,11101,20186
51157,Rappahannock County,VA,1,COAL,2,10,10756,19457
51159,Richmond County,VA,1,COAL,2,11,10863,19424
51161,Roanoke County,VA,1,COAL,2,8,11177,19157
51163,Rockbridge County,VA,1,COAL,2,10,10588,18026
51165,Rockingham County,VA,1,COAL,0,9,10843,20618.5
51167,Russell County,VA,1,COAL,3,12,11331,19243
51169,Scott County,VA,1,COAL,4,8,11654,21021.4
51171,Shenandoah County,VA,1,COAL,1,10,11082,19243
51173,Smyth County,VA,1,COAL,1,7,10608,19717
51175,Southampton County,VA,1,COAL,2,10,10118,19747
51177,Spotsylvania County,VA,1,COAL,2,8,10567,19140
51179,Stafford County,VA,1,COAL,1,8,10363,18736
51181,Surry County,VA,1,COAL,2,9,11049,19567
51183,Sussex County,VA,1,COAL,0,10,10431,19485
51185,Tazewell County,VA,1,COAL,1,10,10418,19257
51187,Warren County,VA,1,COAL,1,8,10112,19013
51191,Washington County,VA,1,COAL,3,9,10489,19457.801
51193,Westmoreland County,VA,1,COAL,2,10,10032,18745
51195,Wise County,VA,1,COAL,2,9,10653,19695
51197,Wythe County,VA,1,COAL,3,9,11290,18820.801
51199,York County,VA,1,COAL,1,10,11362,20242
51510,Alexandria city,VA,1,HYDRO,4,10,10539,19174.6
51515,Bedford city,VA,1,HYDRO,2,8,11612,20947
51520,Bristol city,VA,1,HYDRO,3,10,11381,20562.6
51530,Buena Vista city,VA,1,HYDRO,3,10,11365,20805.4
51540,Charlottesville city,VA,1,HYDRO,2,10,11330,21306
51550,Chesapeake city,VA,1,HYDRO,1,10,11183,20144
51570,Colonial Heights city,VA,1,HYDRO,3,8,11095,20820
51580,Covington city,VA,1,HYDRO,5,10,10590,19604.199
51590,Danville city,VA,1,HYDRO,2,11,10953,20429
51595,Emporia city,VA,1,HYDRO,2,11,9885,19142
51600,Fairfax city,VA,0,COAL,2,8,10987,19937
51610,Falls Church city,VA,0,COAL,1,7,10700,20182
51620,Franklin city,VA,0,COAL,2,7,10713,20369
51630,Fredericksburg city,VA,0,COAL,2,7,11394,20485
51640,Galax city,VA,0,COAL,2,7,9760,19185
51650,Hampton city,VA,0,COAL,2,7,10266,19883
51660,Harrisonburg city,VA,0,COAL,3,7,10605,20200
51670,Hopewell city,VA,0,COAL,2,8,10612,20482
51678,Lexington city,VA,0,COAL,1,8,11648,21635
51680,Lynchburg city,VA,0,COAL,2,9,11169,19713
51683,Manassas city,VA,0,COAL,3,8,11260,20374
51685,Manassas Park city,VA,0,COAL,0,8,10592,18933
51690,Martinsville city,VA,0,COAL,2,6,11295,20117
51700,Newport News city,VA,1,WIND,1,8,11281,22847
51710,Norfolk city,VA,1,WIND,2,7,10024,20210
51720,Norton city,VA,1,WIND,3,10,10841,24378.199
51730,Petersburg city,VA,1,WIND,3,11,9551,23747
51735,Poquoson city,VA,1,WIND,3,11,10785,20188.801
51740,Portsmouth city,VA,1,WIND,4,11,11618,25554.4
51750,Radford city,VA,1,WIND,3,10,10456,23687.6
51760,Richmond city,VA,1,WIND,2,9,10412,22803
51770,Roanoke city,VA,1,WIND,2,8,10198,23661
51775,Salem city,VA,1,WIND,2,9,10420,21062
51790,Staunton city,VA,1,WIND,2,10,10337,23179
51800,Suffolk city,VA,0,COAL,3,6,10515,20161
51810,Virginia Beach city,VA,0,COAL,1,7,12212,21516
51820,Waynesboro city,VA,0,COAL,4,7,11029,20465
51830,Williamsburg city,VA,0,COAL,1,7,10420,20390
51840,Winchester city,VA,0,COAL,2,9,11805,19923
53001,Adams County,WA,1,HYDRO,2,6,10973,20152
53003,Asotin County,WA,1,HYDRO,3,10,11766,22245.4
53005,Benton County,WA,1,HYDRO,2,8,11283,20190
53007,Chelan County,WA,1,HYDRO,1,seven,10578,19802
53009,Clallam County,WA,1,HYDRO,1,seven,10799,20336
53011,Clark County,WA,1,HYDRO,3,8,10709,20130.801
53013,Columbia County,WA,1,HYDRO,2,9,11080,20792
53015,Cowlitz County,WA,1,HYDRO,2,6,11562,20769
53017,Douglas County,WA,1,HYDRO,1,8,10645,20471
53019,Ferry County,WA,1,HYDRO,2,8,10609,20186
53021,Franklin County,WA,1,HYDRO,1,8,11182,20438
53023,Garfield County,WA,1,HYDRO,1,6,11099,20832
53025,Grant County,WA,1,HYDRO,4,8,11327,20671.801
53027,Grays Harbor County,WA,1,HYDRO,2,9,11054,20444
53029,Island County,WA,1,HYDRO,1,8,11714,21062
53031,Jefferson County,WA,1,HYDRO,4,seven,10968,20797.801
53033,King County,WA,1,HYDRO,1,9,10842,20039
53035,Kitsap County,WA,1,HYDRO,2,seven,11005,19536
53037,Kittitas County,WA,1,HYDRO,0,seven,11129,20752
53039,Klickitat County,WA,1,HYDRO,3,8,11644,21409.801
53041,Lewis County,WA,1,HYDRO,1,9,11061,21081
53043,Lincoln County,WA,1,HYDRO,2,8,11293,21068
53045,Mason County,WA,1,HYDRO,2,seven,11167,21261
53047,Okanogan County,WA,1,HYDRO,0,seven,11388,21332
53049,Pacific County,WA,1,HYDRO,3,8,11170,20299.801
53051,Pend Oreille County,WA,1,HYDRO,3,8,10832,21010.199
53053,Pierce County,WA,1,HYDRO,2,9,10539,19881
53055,San Juan County,WA,1,HYDRO,1,8,10214,19383
53057,Skagit County,WA,1,HYDRO,2,seven,11037,20118
53059,Skamania County,WA,1,HYDRO,3,5,10345,19608
53061,Snohomish County,WA,1,HYDRO,1,seven,10943,20370
53063,Spokane County,WA,1,HYDRO,1,8,10972,19959
53065,Stevens County,WA,1,HYDRO,3,5,10586,19919.4
53067,Thurston County,WA,1,HYDRO,1,seven,11067,20365
53069,Wahkiakum County,WA,1,HYDRO,2,seven,10496,20084
53071,Walla Walla County,WA,1,HYDRO,0,seven,11145,19807.5
53073,Whatcom County,WA,1,HYDRO,2,8,10627,19703
53075,Whitman County,WA,1,HYDRO,1,8,10689,20092
53077,Yakima County,WA,1,HYDRO,1,6,10502,20030
54001,Barbour County,WV,0,COAL,4,7,11405,20047
54003,Berkeley County,WV,0,COAL,3,7,10816,21091
54005,Boone County,WV,0,COAL,2,9,10309,19798
54007,Braxton County,WV,0,COAL,1,9,11310,21156
54009,Brooke County,WV,0,COAL,1,9,10528,20094
54011,Cabell County,WV,0,COAL,2,6,10368,20120
54013,Calhoun County,WV,0,COAL,1,8,10027,19456
54015,Clay County,WV,0,COAL,1,7,10785,19777
54017,Doddridge County,WV,0,COAL,0,7,10215,19198
54019,Fayette County,WV,0,COAL,0,6,10904,21034
54021,Gilmer County,WV,0,COAL,1,7,10995,19768
54023,Grant County,WV,0,COAL,2,8,11169,20708
54025,Greenbrier County,WV,0,COAL,1,7,10739,19201
54027,Hampshire County,WV,0,COAL,2,8,10792,20915
54029,Hancock County,WV,0,COAL,2,9,10825,20944
54031,Hardy County,WV,0,COAL,2,7,11076,20050
54033,Harrison County,WV,0,COAL,3,9,10866,20001
54035,Jackson County,WV,0,COAL,2,9,11433,21414
54037,Jefferson County,WV,0,COAL,3,6,10931,20457
54039,Kanawha County,WV,0,COAL,0,8,10600,19525
54041,Lewis County,WV,0,COAL,1,8,9999,19067
54043,Lincoln County,WV,0,COAL,0,8,10889,19875
54045,Logan County,WV,0,COAL,2,7,11172,20570
54047,McDowell County,WV,0,COAL,1,8,10670,19603
54049,Marion County,WV,0,COAL,1,8,11587,20575
54051,Marshall County,WV,0,COAL,1,6,10818,19708
54053,Mason County,WV,0,COAL,2,7,11110,19753
54055,Mercer County,WV,0,COAL,2,9,10474,19452
54057,Mineral County,WV,0,COAL,1,8,11218,20139
54059,Mingo County,WV,0,COAL,2,8,10955,19481
54061,Monongalia County,WV,0,COAL,0,7,10435,19680
54063,Monroe County,WV,0,COAL,3,8,11323,21609
54065,Morgan County,WV,0,COAL,1,9,11241,19973
54067,Nicholas County,WV,0,COAL,3,7,10472,19297
54069,Ohio County,WV,0,COAL,4,10,10888,20368
54071,Pendleton County,WV,0,COAL,2,7,11049,20354
54073,Pleasants County,WV,0,COAL,2,9,11420,20088
54075,Pocahontas County,WV,0,COAL,2,7,10735,19265
54077,Preston County,WV,0,COAL,0,8,10594,18741
54079,Putnam County,WV,0,COAL,0,7,10844,19484
54081,Raleigh County,WV,0,COAL,2,7,10277,18948
54083,Randolph County,WV,0,COAL,1,7,10187,19821
54085,Ritchie County,WV,0,COAL,1,7,10849,20634
54087,Roane County,WV,0,COAL,3,10,11309,20262
54089,Summers County,WV,0,COAL,0,9,10740,19290
54091,Taylor County,WV,0,COAL,3,8,11559,20578
54093,Tucker County,WV,0,COAL,1,8,11301,20115
54095,Tyler County,WV,0,COAL,3,9,11192,19642
54097,Upshur County,WV,0,COAL,2,6,11808,20762
54099,Wayne County,WV,0,COAL,0,7,10484,19648
54101,Webster County,WV,1,COAL,2,8,9493,17733
54103,Wetzel County,WV,1,COAL,1,9,11720,21227
54105,Wirt County,WV,1,COAL,2,10,11013,19436
54107,Wood County,WV,1,COAL,2,11,11072,18819
54109,Wyoming County,WV,1,COAL,1,7,10580,19779
55001,Adams County,WI,0,COAL,5,7,11011,20490
55003,Ashland County,WI,0,COAL,1,9,11088,20083
55005,Barron County,WI,0,COAL,1,7,10485,19400
55007,Bayfield County,WI,0,COAL,1,9,11355,20672
55009,Brown County,WI,0,COAL,2,5,11524,21001
55011,Buffalo County,WI,0,COAL,4,6,9961,19311
55013,Burnett County,WI,0,COAL,2,7,11142,20028
55015,Calumet County,WI,0,COAL,1,8,11234,21154
55017,Chippewa County,WI,0,COAL,1,7,10920,20234
55019,Clark County,WI,0,COAL,2,8,11139,20250
55021,Columbia County,WI,0,COAL,2,9,10127,19434
55023,Crawford County,WI,0,COAL,1,7,10885,19602
55025,Dane County,WI,0,COAL,2,7,11309,20559
55027,Dodge County,WI,0,COAL,2,7,10290,19604
55029,Door County,WI,0,COAL,1,8,10867,21161
55031,Douglas County,WI,0,COAL,2,9,10023,18542
55033,Dunn County,WI,0,COAL,1,8,9948,19312
55035,Eau Claire County,WI,0,COAL,2,6,11453,19958
55037,Florence County,WI,0,COAL,3,9,10950,20066
55039,Fond du Lac County,WI,0,COAL,2,7,11251,20779
55041,Forest County,WI,0,COAL,2,8,11852,20127
55043,Grant County,WI,0,COAL,2,8,10676,20297
55045,Green County,WI,0,COAL,3,7,10250,20086
55047,Green Lake County,WI,0,COAL,0,7,10554,19473
55049,Iowa County,WI,0,COAL,3,8,11781,20177
55051,Iron County,WI,0,COAL,1,7,11123,20566
55053,Jackson County,WI,0,COAL,2,8,10634,20378
55055,Jefferson County,WI,0,COAL,2,8,10947,19956
55057,Juneau County,WI,0,COAL,1,10,10754,20377
55059,Kenosha County,WI,0,COAL,2,9,11415,20649
55061,Kewaunee County,WI,0,COAL,2,6,10903,19861
55063,La Crosse County,WI,0,COAL,1,8,11918,20109
55065,Lafayette County,WI,0,COAL,0,7,11493,19670
55067,Langlade County,WI,0,COAL,2,8,11778,20603
55069,Lincoln County,WI,0,COAL,2,7,10808,20844
55071,Manitowoc County,WI,0,COAL,2,8,11068,20405
55073,Marathon County,WI,0,COAL,1,9,11120,20025
55075,Marinette County,WI,0,COAL,2,8,11461,20395
55077,Marquette County,WI,0,COAL,2,9,11186,19764
55078,Menominee County,WI,0,COAL,1,7,10910,21411
55079,Milwaukee County,WI,0,COAL,0,9,10603,19806
55081,Monroe County,WI,0,COAL,2,8,10698,19843
55083,Oconto County,WI,0,COAL,2,7,11011,20020
55085,Oneida County,WI,0,COAL,1,8,10626,21252
55087,Outagamie County,WI,0,COAL,3,6,11062,19824
55089,Ozaukee County,WI,0,COAL,0,9,10708,19726
55091,Pepin County,WI,0,COAL,1,9,10245,18090
55093,Pierce County,WI,0,COAL,3,5,11131,20657
55095,Polk County,WI,0,COAL,1,8,10720,20130
55097,Portage County,WI,0,COAL,0,7,10509,20089
55099,Price County,WI,0,COAL,2,7,10499,19063
55101,Racine County,WI,1,COAL,0,9,10267,19192.5
55103,Richland County,WI,1,COAL,3,11,11144,19561.801
55105,Rock County,WI,1,COAL,3,9,10361,18328.801
55107,Rusk County,WI,1,COAL,2,10,11350,20421
55109,St. Croix County,WI,1,COAL,2,11,10649,19049
55111,Sauk County,WI,1,COAL,2,9,11256,19266
55113,Sawyer County,WI,1,COAL,2,10,10278,19208
55115,Shawano County,WI,1,COAL,4,9,9652,17593.199
55117,Sheboygan County,WI,1,COAL,3,9,10900,18680.801
55119,Taylor County,WI,1,COAL,1,10,11376,19522
55121,Trempealeau County,WI,1,COAL,3,9,10319,18976.4
55123,Vernon County,WI,1,COAL,2,10,10707,19527
55125,Vilas County,WI,1,COAL,2,9,11025,19275
55127,Walworth County,WI,1,COAL,1,11,11334,21043
55129,Washburn County,WI,1,COAL,1,10,10511,18437
55131,Washington County,WI,1,COAL,1,10,11401,19180
55133,Waukesha County,WI,1,COAL,1,11,10238,19378
55135,Waupaca County,WI,1,COAL,3,9,11431,19186
55137,Waushara County,WI,1,COAL,3,9,10888,19186.6
55139,Winnebago County,WI,1,COAL,1,9,10860,19253
55141,Wood County,WI,1,COAL,1,8,11147,20157
56001,Albany County,WY,0,COAL,3,7,10255,19000
56003,Big Horn County,WY,0,COAL,2,7,10991,21076
56005,Campbell County,WY,0,COAL,2,7,10674,19430
56007,Carbon County,WY,0,COAL,2,8,10456,19528
56009,Converse County,WY,0,COAL,2,10,10967,20059
56011,Crook County,WY,0,COAL,1,7,10575,19344
56013,Fremont County,WY,0,COAL,2,7,10217,19537
56015,Goshen County,WY,0,COAL,2,6,10322,20000
56017,Hot Springs County,WY,0,COAL,3,8,11289,20013
56019,Johnson County,WY,0,COAL,3,7,11160,20146
56021,Laramie County,WY,0,COAL,1,7,11333,21037
56023,Lincoln County,WY,0,COAL,1,8,10890,20226
56025,Natrona County,WY,0,COAL,1,7,11639,21148
56027,Niobrara County,WY,0,COAL,2,8,10948,21360
56029,Park County,WY,0,COAL,1,8,10778,19697
56031,Platte County,WY,0,COAL,2,8,10524,19180
56033,Sheridan County,WY,0,COAL,1,8,11093,20327
56035,Sublette County,WY,0,COAL,3,7,10625,19640
56037,Sweetwater County,WY,0,COAL,0,6,10559,19817
56039,Teton County,WY,0,COAL,2,6,11178,20469
56041,Uinta County,WY,0,COAL,2,7,10472,19885
56043,Washakie County,WY,0,COAL,2,8,10612,19535
56045,Weston County,WY,0,COAL,2,7,11288,20080
